7.050000000000000000e+02,1.000000000000000000e+01,4.230000000000000000e+02,1.800000000000000000e+02,4.000000000000000000e+01,-1.800000000000000000e+02
7.570000000000000000e+02,5.700000000000000000e+01,4.070000000000000000e+02,-1.710000000000000000e+02,5.000000000000000000e+01,-1.730000000000000000e+02
7.530000000000000000e+02,-2.020000000000000000e+02,4.310000000000000000e+02,-1.700000000000000000e+02,5.600000000000000000e+01,2.730000000000000000e+02
7.430000000000000000e+02,-2.000000000000000000e+02,5.170000000000000000e+02,-1.680000000000000000e+02,6.300000000000000000e+01,1.750000000000000000e+02
7.480000000000000000e+02,-1.950000000000000000e+02,5.150000000000000000e+02,-1.640000000000000000e+02,6.600000000000000000e+01,1.750000000000000000e+02
7.580000000000000000e+02,-1.970000000000000000e+02,3.970000000000000000e+02,1.530000000000000000e+02,5.500000000000000000e+01,1.270000000000000000e+02
7.360000000000000000e+02,-2.690000000000000000e+02,4.460000000000000000e+02,1.540000000000000000e+02,6.500000000000000000e+01,1.230000000000000000e+02
7.880000000000000000e+02,-1.340000000000000000e+02,2.600000000000000000e+02,-1.800000000000000000e+02,6.800000000000000000e+01,1.560000000000000000e+02
8.300000000000000000e+02,-1.400000000000000000e+02,3.170000000000000000e+02,-1.370000000000000000e+02,7.700000000000000000e+01,-1.580000000000000000e+02
7.960000000000000000e+02,1.500000000000000000e+02,2.470000000000000000e+02,1.570000000000000000e+02,6.400000000000000000e+01,1.380000000000000000e+02
8.050000000000000000e+02,4.600000000000000000e+01,2.660000000000000000e+02,1.070000000000000000e+02,6.000000000000000000e+01,7.100000000000000000e+01
8.150000000000000000e+02,4.700000000000000000e+01,4.180000000000000000e+02,9.000000000000000000e+01,5.400000000000000000e+01,5.600000000000000000e+01
7.230000000000000000e+02,3.000000000000000000e+00,3.030000000000000000e+02,1.150000000000000000e+02,6.400000000000000000e+01,7.400000000000000000e+01
7.250000000000000000e+02,0.000000000000000000e+00,3.420000000000000000e+02,9.700000000000000000e+01,5.200000000000000000e+01,5.400000000000000000e+01
7.100000000000000000e+02,3.200000000000000000e+01,3.510000000000000000e+02,1.320000000000000000e+02,3.400000000000000000e+01,1.000000000000000000e+02
7.060000000000000000e+02,-8.000000000000000000e+01,3.510000000000000000e+02,1.320000000000000000e+02,3.400000000000000000e+01,9.100000000000000000e+01
7.180000000000000000e+02,-1.220000000000000000e+02,3.990000000000000000e+02,1.260000000000000000e+02,3.900000000000000000e+01,8.800000000000000000e+01
7.000000000000000000e+02,-2.220000000000000000e+02,2.500000000000000000e+02,1.500000000000000000e+02,5.000000000000000000e+01,1.100000000000000000e+02
7.500000000000000000e+02,-2.260000000000000000e+02,2.100000000000000000e+02,1.630000000000000000e+02,7.800000000000000000e+01,1.400000000000000000e+02
2.850000000000000000e+02,-2.370000000000000000e+02,2.430000000000000000e+02,1.250000000000000000e+02,7.300000000000000000e+01,1.010000000000000000e+02
8.020000000000000000e+02,-2.970000000000000000e+02,3.400000000000000000e+02,8.200000000000000000e+01,8.700000000000000000e+01,6.500000000000000000e+01
