5.000000000000000000e+02,-6.000000000000000000e+00,1.940000000000000000e+02,-1.800000000000000000e+02,0.000000000000000000e+00,-1.730000000000000000e+02
5.010000000000000000e+02,-6.000000000000000000e+00,2.600000000000000000e+02,-1.780000000000000000e+02,-1.600000000000000000e+01,-1.680000000000000000e+02
5.850000000000000000e+02,2.450000000000000000e+02,2.570000000000000000e+02,-1.770000000000000000e+02,-9.000000000000000000e+00,-1.330000000000000000e+02
5.830000000000000000e+02,-9.400000000000000000e+01,2.080000000000000000e+02,-1.640000000000000000e+02,2.300000000000000000e+01,-1.050000000000000000e+02
4.400000000000000000e+02,3.090000000000000000e+02,2.080000000000000000e+02,1.630000000000000000e+02,2.300000000000000000e+01,-1.040000000000000000e+02
5.880000000000000000e+02,3.100000000000000000e+02,3.200000000000000000e+02,1.760000000000000000e+02,-1.000000000000000000e+01,-1.130000000000000000e+02
3.760000000000000000e+02,3.100000000000000000e+02,2.660000000000000000e+02,1.620000000000000000e+02,2.600000000000000000e+01,-1.150000000000000000e+02
6.100000000000000000e+02,2.500000000000000000e+02,5.560000000000000000e+02,1.670000000000000000e+02,2.000000000000000000e+01,-1.100000000000000000e+02
5.880000000000000000e+02,1.900000000000000000e+01,5.060000000000000000e+02,1.670000000000000000e+02,0.000000000000000000e+00,-1.760000000000000000e+02
5.470000000000000000e+02,-1.600000000000000000e+02,1.550000000000000000e+02,1.650000000000000000e+02,1.000000000000000000e+00,-1.760000000000000000e+02
8.600000000000000000e+02,-1.600000000000000000e+02,1.550000000000000000e+02,-1.550000000000000000e+02,-2.000000000000000000e+00,-1.760000000000000000e+02
8.600000000000000000e+02,5.000000000000000000e+02,2.640000000000000000e+02,1.240000000000000000e+02,3.000000000000000000e+00,-1.770000000000000000e+02
4.070000000000000000e+02,5.970000000000000000e+02,2.840000000000000000e+02,1.090000000000000000e+02,3.600000000000000089e+00,-1.770000000000000000e+02
4.180000000000000000e+02,5.970000000000000000e+02,5.550000000000000000e+02,1.090000000000000000e+02,3.500000000000000000e+00,-1.770000000000000000e+02
6.530000000000000000e+02,6.300000000000000000e+02,5.570000000000000000e+02,1.160000000000000000e+02,4.000000000000000000e+00,-1.770000000000000000e+02
6.530000000000000000e+02,4.100000000000000000e+02,5.570000000000000000e+02,1.570000000000000000e+02,0.000000000000000000e+00,-1.740000000000000000e+02
7.610000000000000000e+02,4.680000000000000000e+02,4.450000000000000000e+02,1.580000000000000000e+02,-4.000000000000000000e+00,1.800000000000000000e+02
7.610000000000000000e+02,1.100000000000000000e+02,6.230000000000000000e+02,1.580000000000000000e+02,-5.000000000000000000e+00,1.800000000000000000e+02
7.610000000000000000e+02,-1.900000000000000000e+01,2.700000000000000000e+02,1.760000000000000000e+02,-3.500000000000000000e+00,1.770000000000000000e+02
5.840000000000000000e+02,1.550000000000000000e+02,1.500000000000000000e+02,1.760000000000000000e+02,-4.000000000000000000e+00,1.770000000000000000e+02
